Gene Symbol	KO1	KO2	KO3	KO4	KO5	WT1	WT2	WT3	WT4	WT5
Nup133	78.9	85.4	79.9	111.9	75	73.4	102.7	103.1	81.6	73.3
Psmd14	254	322.2	260.7	313	313.7	270.5	336.5	304.9	336.2	317.4
Apeh	949.4	1195	985.5	1037.5	1100.8	1063.7	1362.6	1100.7	1160.9	1132.2
Acadm	5201.7	5696.6	5204.8	5918.5	5156.4	5389.2	6270.9	5519	5503.9	5499
Dnpep	670.5	761.8	637.3	782.4	742.6	639.3	844.7	800.1	884.2	725.3
Psmb5	695.8	933.5	744	889.9	932	775.7	1029.5	905.1	1008.2	962.7
Arl3	126.2	151.7	120.2	197.1	138.9	103.5	149.7	210.4	149.9	143.6
Rpl23a	2586.8	2769.6	2170.2	3038.9	2479.2	2291.5	2922.2	3035.1	2777	2593.4
Rala	351.4	390.4	275.8	439.6	376.1	369.5	382.2	473.2	387.6	305.6
Cyp1a2	1938.7	2110.7	1696.4	1810.9	1648.5	1936	2697.6	2143.4	2095.9	1857.3
Ap2a2	2240.8	2545.4	2252	2711.4	2388.4	2215.2	2890.5	2518.1	2527.9	2352.1
Hsp90ab1	3490.8	4577.5	3671.8	3999.6	3953.1	3653.2	4714.8	4141.6	5048.1	4050.8
Tgm2	2501.4	3011.9	2248.9	3028.9	2534.3	2421.9	3156	2778.2	2719.2	2514.3
Myef2	511.3	529.6	459.6	713.5	609.8	460.6	505.4	777.4	572.6	554.7
Rgn	7266.1	9720.9	8457.5	8502	9048	8176.5	9910.1	10072.1	10653.2	9906.7
Hdhd5	266	271.1	238	287.2	240.8	245	298.9	276.8	280.9	258.5
Ces2a	2427.5	2621.5	2204.8	2603.7	2480.7	2376.5	2932.2	2553.9	2704.2	2268.7
Ttc33	11.7	12.7	9.8	14.6	11.9	13	11.4	15	13.1	12.2
Dync1li1	94.7	110.7	89.1	141.4	121.4	77.1	103.5	140.2	119.9	106.6
Vdac2	2211.9	2315.6	2078	2504.3	2031.1	2286.2	3189	2153.1	2302.9	1976.4
Cndp2	715.4	838.5	657.6	853.2	739.2	672.6	861.2	1076.4	827	727.7
Naxd	1556.2	1765.3	1392.6	1912.8	1615.2	1448.2	1929.6	2141.5	1737.8	1501.5
Ppib	4731.1	5508.9	3876	5379.2	4501.5	4193.2	6187.1	5833.5	4780	4096.2
Slc25a15	1877	2079.9	2027	2227.1	1961.1	2066	2714.5	1841.6	2069.4	1962.3
Abcb10	245	286	213.1	314.9	234.1	234.5	296.1	312.3	289.5	245.6
Lmf1	108.9	108.6	81.7	144.1	93	95.2	118.5	116.7	124.2	103.7
Hacd3	702.5	634.7	638.5	812.4	715.3	728.2	973.4	704.5	764.2	652.6
Mrps9	235.6	277.8	218.2	289.8	225.9	220.2	266	275.8	265.9	246.8
Mpc1	367.2	440	400.2	410.2	365.9	430.2	511.6	369.3	373.7	383.4
Hadhb	5285.4	5514.3	5005.4	5726.6	4716.4	5601.2	6703.8	5150.5	5491.7	5222.7
Sult1d1	1837.4	2539.3	2237	2191	2412.7	2141.3	3104.6	2628.6	1947.5	2521.5
Phyh	2825.1	2609.6	2282	3013.4	2521.1	2587.3	3040.1	2928.9	2712.9	2577.4
Ganab	2677.1	2792.1	2516.9	2900.1	2814.7	2482.8	3307.4	2656.5	2915.1	2574.9
Sel1l	556.4	556.3	447.1	630.8	547.2	509.1	667.1	566.4	560.2	519.3
Ndufs3	2275.1	2649.2	2231.7	2853.1	2244.8	2264.6	2817.3	2506.5	2556.9	2128
Maob	4187.2	4840.9	4689	4969.7	4148.4	4262.6	5292.2	4440.8	4561	4097.4
Apmap	454.8	478.3	412	563.6	488.8	432.4	517.8	485.6	500.8	493.1
Eppk1	886.5	1140.2	699.5	1177.1	1025.1	885.6	1147	1287.2	1059.3	826.9
SERPINF1	46.6	32.6	26.2	60.7	33.3	22.9	42	63.9	35.9	31.7
Tmem135	594.9	585.8	524.1	754.8	697.5	554.9	654.3	616.4	712	636.8
Srp68	769	815.2	733.9	935.1	888.9	709.4	901.1	854	881.7	836
Myo1b	2101	2174.3	1820.3	2419.6	2031.7	1939.1	2628	2225.4	2188.7	2065.8
Cyp2c54	2140.6	2621.1	2358.7	1962.2	2009.7	2027.4	2855.1	2360.4	2160.6	2238.4
Eif3f	281.8	349.6	266.2	341.3	313.3	264.4	370.1	375	364.6	326.2
Sec24c	431.4	432.3	388	473.3	429.6	400.7	525.7	430.8	462.8	423.8
Htt	212.3	235.4	202.7	235.4	221.7	217.4	254.7	236	234.8	250.6
Ces2e	2142.8	2267.2	2228.4	2497.4	2275.2	1978.1	2245.8	2246.9	2869.7	2303
Naa12	10.9	14.1	8.9	18	16.2	12.3	13	17	14.4	11.2
Man2a1	437.4	497.5	464.5	500.7	529.7	446.8	547.9	476.6	499.9	476.3
Rdh14	79.5	88.3	68.7	85.8	76.2	78.4	85	105.3	85.9	73.9
Nln	488.2	514.6	457.4	581.7	497	468	593.9	519.5	520.1	510.8
Anxa7	1299.4	1802.6	1466.6	1676.1	1591.8	1522.7	1907.6	1731.5	1699.7	1667.3
Lonp1	5469.4	5591.9	4762.2	6268.2	5137.8	5210.7	6437.1	5586.1	5581.5	4916.4
Ola1	1176.2	1241.6	1018.9	1286.9	1241.7	1080.3	1401.6	1333.5	1437.1	1262
Sec24d	768.3	855	808.2	888.4	873.1	743.2	913.7	879.6	924.9	818.9
Cpne3	738.9	948.8	881	900.2	910.3	808.4	1080.4	900.9	947.2	875.8
Lipa	692.9	676.7	640	774.1	842.3	714.9	800.6	698.3	796.6	725.5
Cds2	46.1	50.4	40.4	69	60.8	43.9	56.3	59.7	50.7	49.6
Oat	1076.8	1249.5	1433.1	1728	1368.9	1293.3	1346.8	1311	1476.8	1453.1
Eif3l	987.5	1195.9	937.3	1152.6	1074.2	981.2	1367.3	1164	1208.5	1081.5
Tst	3027.1	3536.7	2970.1	3627.1	3013.4	3063.2	3672.6	3720.9	3304.9	2865.1
Keg1	2301.5	2030.5	1533.3	2253.5	1714.1	1826.2	2367.9	1856.3	2006.9	1580.6
Cpq	274.2	294	248.1	324.6	281	268.4	287.9	324.4	317.2	287.3
Srp54	848.5	954.7	821.7	1054.4	935	807.7	1021.6	1102.8	1029.6	952.1
Oplah	2389.5	2939.4	2436.7	2885.9	2777.4	2476.4	3281.8	3045.2	2937.4	2961.2
Arf3	517.3	626.5	530.3	648.9	632	544.4	661.1	612.4	660.4	600.7
Eif3h	840.4	988.9	812.7	989.9	968.2	806.8	1168.9	977.9	1159.7	948.4
Eif3d	249	276.3	249.8	296.3	285.7	218.6	336.7	252.9	276.3	265.8
Slc25a1	1558.5	1589	1395.6	1912.6	1547.4	1550.5	1893.1	1669.7	1707	1422.9
Cuta	72.9	89.7	48.4	80.7	64	58.3	82.3	79.8	76.4	69
Slc22a7	105.6	169.2	92.8	161.4	143.6	165.6	159.9	133.6	169.5	131.8
Slc6a13	21.1	28.5	21.5	35.9	23.2	27.1	29.5	32.6	26.9	19.6
Rpl15	1355	1545.9	1349	1500	1350.9	1309.6	1637.4	1350.7	1624.2	1421.5
Sucla2	6722.7	6956.2	6647.7	7815.8	6592.5	6847.1	8434.5	6546.1	7126.3	6606.3
Tpst1	101.5	121	98.5	115.8	98.9	98.6	123.4	108.8	102.7	113.5
Farsa	996.1	1167.1	988.3	1157.3	1211.2	988.9	1181.3	1206.4	1240.2	1167.8
Kyat3	2233.1	2621	2370.5	2676.8	2732.4	2400.6	2830.4	2702.4	2754.3	2516.8
Pdcd6ip	1373.5	1621.5	1295.1	1667.7	1535.8	1394.4	1805.9	1658	1623.1	1534.6
Mrpl4	432.7	412	398.6	453.5	375.4	389.1	458.2	421.6	427.8	395.7
Ostc	185.9	218	178.1	184.3	169.8	195.7	226.1	181.4	227.1	187.3
Timm17b	93.9	119.4	89.1	114.8	98.8	90.5	108.7	111	116.7	108.4
Slc25a10	1138.5	1228.3	1186.2	1343.6	1125.8	1151.5	1354.3	1213.4	1273.8	1180.2
Uba3	20.2	22.9	14.8	35.4	22	19.4	28.3	27.6	20.8	25.5
Kars1	1095.6	1324.1	1108.5	1382.9	1320.1	1120.3	1509.6	1325.1	1326.1	1316.5
Amdhd1	1845.7	2085.1	1675.9	1939.4	1742.1	1710.5	2738.9	2300.5	2026.5	1778.7
Dnaja1	1814.1	2275.8	1813.2	2285.5	1993.5	1871.1	2319.1	2601.1	2606.1	1973.2
Cfh	111.7	119.5	102.6	129.4	109.6	104.5	125.7	127.6	122.5	114.8
Gpi	4791.7	5596.3	4509.9	5970	5362.9	5029.7	6935.4	5805.9	5606.8	5217.7
Hprt1	1175.8	1487.7	1263.1	1644.1	1274.4	1056.5	1277.8	1922.2	1481.9	1409
Rpl31	2043.1	2181	1761.7	2313.6	1936.5	1866.8	2429.6	2476	2218.9	1935.9
R3hdm2	59.6	70.5	49.6	71.9	64.6	55.3	56	82.4	60.2	65.9
Sqor	1398.3	1272.1	1166.9	1523.7	1315.7	1247.9	1567.8	1436.2	1424.5	1370.5
Tfg	765.1	920.3	700.6	1090.3	919.8	734.7	1018.7	1113.7	927.1	885
Slc27a4	115.5	126.9	104.8	131.4	119.1	107.7	143.4	133.8	135.4	102.2
Gk	2028.8	2418.7	2199.7	2552.2	2650.1	2163.9	2513.8	2340.7	2424.3	2484.5
Ugt1a6	612.8	645.2	588.5	737.2	672.2	623.6	746.4	692.5	691.2	625
Eci1	2970.2	3083.9	2831.8	3558.4	2919.2	2993.9	3524.3	3209	3269	3051.5
Rras2	335.6	343.4	328.9	411.2	363.7	334.7	408.9	358.2	358.8	368.1
Cpt1a	4912.4	5720.9	5599.2	6534.3	5842.5	5220.7	6477.6	5316.6	6133.1	5605
Rars1	654.8	847.9	717.5	836.5	795	756.4	945.4	841.2	888.7	814.3
Bzw1	1176.4	1507.6	1177.1	1442.3	1269.8	1165	1468.1	1607.8	1531.2	1331.9
Ehhadh	7517.3	7306.2	7621.1	9023.2	7342.5	7116	8125.9	7727.2	8706.8	7741.3
Txnrd1	844.9	1005.6	816.1	1038.3	950.3	854.1	1108.1	1025.8	1069.8	968.3
Csta3	42.4	56.7	33	56.1	49.1	43	50.2	55.5	51.6	48.2
Ca8	41.7	57.6	37.1	45.5	44	39.5	54.1	50.4	54.2	44.6
Pak2	384.8	479.8	330.1	475	383.4	357.3	417.8	528.6	430.1	373.8
Cask	52.8	57.4	47	66.6	56.7	43.1	66.1	59.5	60.9	56.8
Psmc6	1069.6	1353.6	972.7	1405.5	1258.7	978.5	1319.3	1607	1284.5	1207.2
Dmgdh	8084.7	8471.9	7171.3	8847.3	7398.7	9232.7	10747.1	8107	8508.9	7907.1
Anxa6	11009.1	16216.1	10503.7	14900.6	13118.8	11294.7	15312	20292	13100.8	11671.5
Qars1	909.5	1041.9	906.7	1049.6	1009.6	886	1126.2	1002.4	1139.6	1025.5
Abhd6	150.9	163.4	142.2	142.1	132.9	139	165.4	150.6	172.2	158
Acot12	408.3	467.2	420.1	464.3	428.1	397.9	536.1	468.9	464.9	441.8
Tdo2	537.8	696.5	577.3	633.8	642.8	550.4	809	695.9	698.2	695.5
Suclg1	1929.4	1918.6	1827.4	2362.9	1788.7	2048.5	2464.1	2019	2118.1	1859.1
Ide	849.5	915.7	762.9	1030.9	923.7	790.4	993	938.1	965.1	902.5
Hars1	767	889.5	720.6	929.3	890.4	775.3	992.6	898.3	942.2	858.2
Pfkl	426.9	531.8	450.4	514.9	528.7	511.6	679.2	498.9	499.8	513.1
Psmb2	778.1	970.1	792.4	874	987.8	826	1063.8	1123.9	998.1	969
Nqo2	1073.7	1198.2	1048.2	1235.4	1245.2	1020.5	1432.8	1280.4	1206.7	1144
Me1	3971	3846.8	4312	5462.8	5376.7	4148	4409.9	4183.9	4998.5	5263.9
Gpx1	4195.2	5823.5	4473.7	4911.6	4424.5	4329	5745.4	5798.6	4804.9	4595.3
Nsdhl	38.3	49.7	39.9	64.8	63.2	45.3	55.8	58.6	62.7	48.4
Acat3	1316.3	1629.2	1394	1489.5	1518.3	1476.3	1959.2	1697.3	1639.6	1565.5
Ggct	359.7	387	347.9	432.1	406.7	320	460.4	449.1	395.7	393.9
Ddx5	1870.4	2156.2	1784.9	2114.3	1922.3	1902	2547.5	2088.1	2090.9	1901.4
Dpys	3536.3	4663.2	3831	3847.8	3967.7	3758.8	4797	4313.7	4236.6	4211.3
Pck1	1307.7	1731.8	1793.1	1937.2	1968.4	1454	1879.3	2102.3	1993.7	1762.2
Lypla1	630	684.1	604.4	703.7	668.4	596.4	770.7	710.8	692.1	695.4
Hsd11b1	3233.7	3537.6	3009.9	3133.4	3220.6	3581.6	4668.9	3327.1	3559.1	3125.4
Osbpl1a	176.6	218.6	196.7	214.4	220.1	186.9	256.8	215.5	220.1	199.7
Pmvk	80.6	91.1	65.5	115.8	102	71.3	155.7	110.6	136	86.9
Flii	23.6	37	31.7	29.7	33.6	25.7	42.9	24.1	36.5	36.1
Cyp3a25	541.3	594.2	619.5	646.6	558.1	587.6	663.8	561.5	598.8	640.3
Dync1h1	1356.9	1513.8	1227.5	1672.7	1555.7	1333.4	1729.7	1616.8	1512.1	1464
Sec13	1087.9	1157	974.6	1229.4	1190.5	1088.4	1486	1243.5	1143.3	1150
Aifm1	4405.7	4741.2	4206.9	4926.2	4252.6	4600.1	5762.8	4506.1	4780.6	4200
Trap1	2957.4	3110.2	2652.3	3358.8	2813	2876.4	3576.9	2953	3136.3	2855.8
Impdh2	246.2	293.1	238.2	314.9	263.3	225.2	320.5	312.6	286.9	276.1
Uox	10831.9	11629.7	8762.3	13044.1	10839.4	10359.3	13037.4	12522.7	13019.2	9576
Mgst1	1720.4	1843.1	1587.8	1915.6	1501.8	1708	1824.2	1648.9	2501.2	1783.8
Anxa11	554.9	727.3	634.8	683.1	673.5	663.5	854	675.5	733.9	691.5
Pdia4	8234.8	9398.8	6407	9136.8	7518.7	6792	9369.4	10814.1	8218.3	6464.1
Idnk	140	178.5	139.1	168.2	157	149.1	190.3	183.9	160.8	168.7
Retsat	281.5	245.6	320.9	329.1	306.7	290.2	345	282.8	289.8	314
Mcl1	20.5	21.7	15.3	24.8	26.3	13.6	17.7	26.9	25.1	24.5
Gnaq	100.6	124.5	85.9	132.1	98.2	107.4	126.5	112.7	111	96.7
Rigi	146.4	172	140.6	177.2	150.2	143.9	176.5	156.3	167.9	157.2
Bckdhb	279.2	304.5	288.9	342.7	317.5	368.1	337.7	327.4	311.9	296
Tmbim6	253.3	267.8	246.8	250.9	233.2	256.4	299.6	258.5	270.4	264.2
Prxl2a	700.7	783.6	713	955.2	878.3	775.6	935.2	849.9	979.3	825.1
Dsg2	90.3	84.8	57.9	96.4	89.5	85.3	71.1	105	86.8	71
Tln2	685.3	733	613.8	875.9	702.2	649.7	852.4	790.9	766.5	684.5
Sec23ip	285.5	337.9	252.4	345.1	307.4	263.6	355.6	330.3	328.5	314
Csk	77.3	100.5	78.4	103	94.3	89.4	110.2	84.8	102.7	95.3
Shpk	491.4	573.8	455.4	569.4	552.2	523.7	637.5	611.7	605.3	554
Rps14	1288.5	1442.3	1211.8	1523.3	1456.4	1261.7	1576.7	1511.3	1503.5	1398.7
Cps1	72357.2	84817.6	72673.2	78781.4	67379	81731.6	105830.7	76496	79933.2	66412.3
Hspa8	9861.9	12904.9	8898.1	12559.2	10506	9249.3	12579.7	15010	12053.7	10020.7
Cope	189.6	237.1	207.9	233.3	252.8	204.2	266.4	237.3	260.1	229
Lgals9	1119.3	1206.6	993.6	1334.4	1113.1	1042.4	1356.5	1302.3	1289.6	1131.3
QNG1	154.1	158.6	127	193.5	177.5	153.9	187.1	178.2	170.3	184.1
Cops5	195.5	229.2	181.8	207.6	219.1	200.4	244.4	212.6	234.5	221.3
Dhdh	1643.2	2101.9	1543.1	1971.5	1926.5	1658.1	2277.4	2558.6	1906.8	1877.6
Ddi2	693.1	781.3	672.3	858.4	793.6	630.9	888.5	805.5	790.5	783.5
Tecr	1247.6	1215.7	1181.9	1421.1	1490.4	1294.4	1635	1191.6	1379.7	1296
Ccdc115	28.1	35.4	17.9	36.2	30.1	25.5	35.1	39.4	35.1	33.2
Fermt2	254.7	324.4	264.4	312.4	267	263	316.9	309.2	312.1	280.2
Mospd2	89.1	86	78.3	97.6	84.7	78.4	102.5	98.7	93.9	90.7
Tardbp	522.2	705.6	550.9	633.3	646.7	617.8	865.3	615.1	653.3	671.6
Pgd	911.5	1029.9	895.1	1217.9	1053.5	931.1	1215.4	1008.3	1105.7	1119.2
Eno1	6268.3	8544.4	6644.2	7789.9	7717.7	7393.8	9845.7	9281	8444.2	7694.5
Acaca	3073.5	3150	2705.8	4380.9	4097.8	2911.8	3805	3603.7	4123.6	3512.1
Isoc1	150.4	156.2	153.5	162.6	148.3	137.4	187.1	167.6	170.7	155.8
Nudt19	871.8	892.6	741.9	945.6	922	822	1160.3	858.4	943.1	791.4
Cyp8b1	1530.9	1751.8	1569.3	2036.1	1661.4	1540	2466.6	1768.5	1925.5	1715
Qdpr	2868.9	3563.1	3016	3681.3	3590.5	3057.5	4225.1	3929.4	3696.3	3413.6
Kmo	2373.8	2578	2366.1	2737	2493.8	2543.3	3288.1	2481.6	2629.8	2455.3
Lsm2	105.6	114.7	89.1	118.7	113.8	94.1	118.1	140.2	118.8	116.9
Acat1	8985.8	10543.3	8821.7	9871.8	8326.7	9462.1	12712	9670.6	9955.5	8856.1
Cyp2j5	1026.5	1166.4	984	1195	1151.5	1086.9	1443.4	1140.2	1182.7	1054.1
Naglu	160.8	181.9	120.1	191	149.9	146.2	174.6	194.3	184.9	171.7
Ndufaf3	207.5	204.7	155.9	227.3	188.5	182.3	189.7	216.4	232.4	198.1
Ugt1a1	3473.4	3917.2	3396.7	3539.8	3210.6	3496.8	4281.8	3644.7	3983.2	3338.1
Pafah2	181.5	199.6	165.5	212.5	190.6	171.5	202.4	198.7	207.9	200.6
Psmd11	934.1	1213.7	946.5	1131.5	1178.7	1031.8	1305	1280.8	1311.4	1156
Ces1d	7538.8	8666.8	7241	8458.5	7604.3	7711	9771.9	8359.5	8362.6	7020.3
Cdo1	622.1	855.7	524.6	816.9	713	516.1	859.8	1261.7	625.8	709.1
Blvrb	1355.2	1871.7	1275.4	1719.3	1573.1	1375.1	1711.9	2129.9	1661	1508.1
Mrps2	135.4	143.1	128.4	169	138	152.9	193.2	125.4	144.9	145.2
Psma4	783.1	997.8	827.5	972.6	933.9	866.3	1114.8	973.3	1013.1	990.2
Rpn2	1778.6	1844.1	1600	2091.9	1778	1658.8	2168.6	1817	1956.1	1711.2
Mttp	7776.3	7816.2	7911	9630.9	9152.9	8167.6	9692.9	7840.8	9650.8	8171.7
Pcyox1	111.6	136.1	105.1	125.7	109.5	106.2	143.9	110.1	123.9	113
Prdx5	2669.7	3297.6	2358.7	3299.5	2567	2439.2	3397.4	4119.5	2988.2	2621.6
Pdia5	1575.1	1741.5	1475.8	1710.2	1484.4	1558.2	2044.2	1659.9	1749.1	1396.8
Pnp	838.5	1159.9	908.8	1038.2	1013.4	1023.5	1236.6	1049.9	1156.7	978.9
Wdr1	633.7	786	587.9	762.7	696.2	705.9	907.5	798.1	749.4	679.1
Emc4	288.8	314.1	299.6	350.7	296.3	286.7	341	322.4	343.5	307.7
Akr1c19	1085.4	1284.6	1080.6	1236.1	1284.4	1144.1	1400.4	1305.8	1305.5	1276.1
Cbr4	861.4	937.3	884.3	1010.2	867	958.7	1101.5	891.9	952.8	889.7
Hagh	1618.8	1999	1481.6	1883.9	1777.5	1600.2	2160	2283.2	1830.2	1647.4
Uba1	3286.1	4148.4	3109.2	3842.3	3686.5	3438.9	4668.6	4037.9	3967.1	3704.9
Rpl38	1326.2	1468.3	1232.5	1491.1	1390.9	1359.3	1611.1	1256	1654.8	1433.1
Ftcd	3731.7	4436.6	3527.8	4520.7	4292.9	3910.1	5323.6	4584	4479.9	4319.4
Pm20d1	444.2	515.1	419.8	577.1	476.3	452.8	487.6	631.2	571.2	460.8
Ap2m1	1595.5	1832.2	1658.6	1870.8	1762.8	1617.6	2151.4	1765.3	1864.1	1768.7
Shmt2	3404.6	3980.2	3549.9	3871.3	3627.7	3937.2	4764.3	3828.2	3987.4	3679.3
Tmem126a	18.2	24.7	15.3	25.9	14.6	15.1	21.1	24.3	23.2	23
Nutf2	229.7	317.5	206.4	285.1	221.2	218.2	289.6	394.7	258.6	221.6
Cyp27a1	1866.2	2067	1850.1	2175.9	1846.9	2032.7	2307.3	2016.8	2234.6	1962
Nudt4	130.9	161.9	102.5	154	143.5	122.3	167.4	175.6	126.3	156
Gstz1	2693	3490.8	2987.7	3318.5	3378.4	3130	3882.4	3607.7	3552.9	3624.4
Ugt2b34	2288	2536	2422.5	2335.4	2243.1	2617.8	3501	2336.1	2546.7	2429.8
Ap2b1	2307.4	2578.4	2169.2	2741.1	2467.6	2297.7	2918.9	2633	2629.6	2518.8
H2-Q10	257.5	238.7	197.6	312.7	231	215.2	198.4	281.3	263.4	251.6
Ywhah	1047.9	1165.4	1001.8	1305	1165.3	1001.3	1319.7	1119.7	1222.7	1195.3
Ppa1	4187.4	5482.5	3838.3	5367.5	4960.5	4290.8	5405	6182	4905	4623.9
Ndufa9	2701.7	2873.5	2748.8	3171.4	2692.2	2850.5	3761.7	2853.7	2963.3	2729.3
Mogs	584.7	633.1	578.2	703.8	615.3	595.5	723.7	641.4	659.5	606
Myo6	1017.9	1113	870.8	1229.4	1129.1	933.2	1202.6	1366.7	1226.8	1109.5
Pmm2	621.9	770.3	561.3	746.8	743.5	612.9	800	851.5	709.5	688.3
Aspdh	668.5	780.6	646.9	760.8	785.4	673.5	938.9	822.5	801.8	757.8
Pdxk	193.4	228.7	208.8	211.1	197.9	193.6	204.5	208.7	247.2	209.1
Selenbp1	1096.6	1488.8	1281.2	1242.9	1421	1284.7	1766.6	1383.5	1484.9	1469.4
Tmem214	786.3	752.7	690.4	863.8	756.9	709.8	895.9	804.7	833.5	809
Sirt5	187.3	205.4	175	234.8	189.7	208.7	228.2	202.1	209.4	227.9
Nit2	2036.5	2622.6	2130.3	2385.4	2348.2	2252.3	2962.6	2590.9	2498.4	2481.6
Pa2g4	2073	2299.5	1949.1	2395.2	2345.6	1927.2	2675.3	2278	2344.8	2304.1
Ido2	519.8	624.7	484.1	575.1	569.5	524.4	623	603.7	622.9	598.8
Uba5	80.6	96	74.4	122.7	108.4	82.9	110.3	112.7	94.6	109
Gabpa	57.4	64.4	47.8	74	59.7	55.6	59.9	82.9	50.1	64.9
Srprb	615.6	672	537.8	739.9	637.4	581.1	763	697.2	710.8	596.6
Acads	3591.8	3478.2	3249.8	4063.8	3242.2	3429.2	4268.9	3595.1	3695.8	3226.2
Dcaf11	461.6	531.6	460	561.7	501.4	459.2	560	547.5	544.2	522.4
Mup22	8925.9	6670.4	5326.9	10916.3	7025	6238	8608.7	7987.6	9913.7	8225.6
Lta4h	1574.1	1987.1	1631	1886.8	1895.7	1717.3	2229.7	2010.1	2087.8	2009.3
Arid5a	1039.1	1043.2	960.3	1189.3	1048.6	1031.2	1230.2	1125.3	1178.6	1109.6
Ndufa10	2410.3	2462.2	2320.3	2716.6	2275.6	2366.1	3049.7	2300.5	2513.9	2269.6
Hal	3929.4	5061.7	3961.8	3831.3	4311.1	4316.3	6473.9	4903.6	4136.1	4562.4
Ugt2b35	428	441.6	376.6	474.8	415.6	419.3	466.9	438.2	475	439.9
Atp6v0d1	393.5	445.7	429.7	454.1	435.9	385.4	580.3	435.4	514.1	399.9
Lrpprc	5719.9	6066.9	5303.4	6530.2	5430.7	5639.5	7337.1	5768.7	6196.2	5445.6
Eef1a1	8984.7	11334.3	9459.8	11063.4	10670.9	9803.5	14358.6	11459.6	11806.5	10276.9
Sec31a	2889.5	3427	2907.2	3484.7	3590.9	2964.5	3833.4	3371.2	3504.3	3368.2
Dpp9	56	67.9	61	64	73.4	56.1	77.1	64.7	77.6	69.6
Dhrs4	2735.2	2925.9	2498.7	3057.1	2587.4	2756	3323.7	2722.4	3234.8	2754.1
S100a6	59.3	42.6	33.4	62.7	38.4	41.8	42.3	62.8	41.4	41.7
Slc25a3	4275.9	4416	4071.5	4700.1	4004.8	4245.4	5606.5	4142.8	4514	4004.6
Hsd17b4	8196.8	8117.9	7539	9495.3	8280.3	8726.7	10114.7	7618.6	10416.4	8773.5
Akr7a2	2419	2976.9	2374.7	2847.4	2549.6	2496.6	3280.3	2998.6	2781.3	2703.3
Ahcyl1	442.1	543.9	422.2	522.5	500.1	449.1	602.2	566.4	592.5	551.1
Cox7b	636.4	627.5	657.2	686.8	642.8	610.5	789.8	529.7	658.3	693.2
Urah	1527.1	1702.4	1322.8	1793.4	1562	1465.6	1898.2	1824.9	1763.3	1493.2
Nae1	54.7	63.7	46	76.7	71.6	56.2	69.3	78.6	66.4	61.4
Cyb5r3	1896.2	2090.1	1848.9	2412.5	2138.9	1933.4	2446.6	2206.3	2407.8	1915.6
Ykt6	197.1	261	195.9	243.7	256.4	219.4	277.8	245.2	281.8	241.3
Otub1	266.1	324.9	223.1	325.7	323.1	256.9	308.5	329.4	313.1	285.6
Gulo	2016.3	2858.3	2392.2	2582.3	2422	2267.8	3213.7	2670.9	3002.6	2499
Pbld1	2361.5	3062.5	2428.8	2756.5	2723.1	2575.1	3384	3015	3012	2860.4
Rab7a	1481.3	1666.1	1372	1571	1521.8	1455.6	1978.4	1615.6	1683.5	1454.8
Atp11c	2662.4	2926.9	2604.9	2884.2	2702.9	2684.4	3690.4	2904.9	2990.4	2789.1
Pon3	541	572.4	498.8	640.9	582.1	512.8	673.2	565.4	619.4	545.9
Uroc1	6958.4	8076.4	7049.3	8393	7902.3	7207.4	9919.8	8723.2	8223.3	7936.3
Prdx1	7377.3	9382.6	7428.5	9337.8	8036.3	7492.3	9885.9	11769.4	9661.2	8343.1
Ahcy	8930.5	12072.3	10176.5	10278.5	11596.3	10908.8	15000.3	11407	12366.9	11687.3
Gps1	390.2	430.7	345.8	475.9	436	352.3	515.1	475.9	459.5	423.5
Acnat1	679.5	722.2	652.5	838.8	744	671.7	811.7	787.5	781.2	735.4
Metap1	290.9	363	297.6	322.1	341.4	320.1	413.7	359.9	392.4	356.6
Slc37a4	966.1	986.8	913.8	1120.7	967.4	973.1	1283.3	1070.1	1071.4	937.8
Acly	7220.6	7238.6	6288.3	10342.9	9229.1	6819.9	9735.1	8595	8954.9	7762.6
Foxa2	447.3	474	422.9	549.3	555.3	425.1	604.5	493.4	562.2	480
Cth	2031.7	2572.7	2243.7	2532.9	2546.8	2233.8	2999.8	2475.8	2524.6	2635
Eif2s1	841.8	951	867.1	1036.4	951	825.8	1121.4	1125.5	1057.8	930.8
Vps29	708.2	869.6	728	824.1	873.4	791.1	1016.5	811.8	888.9	855.8
Hadha	10365.2	10550.6	9292.7	11376.1	8850.7	10525.6	12973.4	10348.8	10822.7	9480.4
Uap1	131.6	180.5	131.7	176.6	171.6	158.9	157.1	211.9	169.4	160.1
Scamp4	56.8	62.2	51.5	59.9	60.3	54.1	62.7	60.7	66.8	61.9
Gm4952	748.9	1235.5	1034	1097.3	993.7	770.1	1326.4	1094.9	1273.8	1057
Ddx39b	1525.3	1834	1510.6	1672.4	1644	1655.5	2151.7	1742.3	1822.8	1584
Tars1	4158.3	4913.8	3966.5	4960.5	5018	4195.5	5737.9	4658.7	5275.2	4838.8
Mdh1	6232.3	7908.4	6408.8	7742.1	7279.2	6833.7	9260.3	8665.1	8172	7467.5
Arpc1b	564.1	645.5	537.3	637.8	569.2	588.1	747.9	591.8	633	550.4
Hibch	4098.4	4245.2	3895.9	4689.1	3863	4141.5	5044.3	4117.8	4358.6	4106.5
Bphl	3489.9	3761.3	3360.1	3977.5	3379.9	3601.9	4543.7	3773.3	3861.8	3597
